Beach Name,Wave Height,Wave Period,Battery Life,Measurement ID
Montrose Beach,0.2,4,10.6,MontroseBeach201406120200
Ohio Street Beach,0.148,5,11.5,OhioStreetBeach201406120200
Calumet Beach,0.107,4,11.1,CalumetBeach201406120300
Montrose Beach,0.192,5,11.2,MontroseBeach201406120300
Ohio Street Beach,0.145,4,11.5,OhioStreetBeach201406120300
Calumet Beach,0.093,4,11.1,CalumetBeach201406121200
63rd Street Beach,0.031,9,12.2,63rdStreetBeach201406121200
Montrose Beach,0.156,4,11.2,MontroseBeach201406121200
Ohio Street Beach,0.131,4,11.5,OhioStreetBeach201406121200
Calumet Beach,0.082,3,11.1,CalumetBeach201406122300
63rd Street Beach,0.168,3,12,63rdStreetBeach201406122300
Montrose Beach,0.125,9,11.2,MontroseBeach201406122300
Osterman Beach,0.125,4,12.3,OstermanBeach201406122300
Ohio Street Beach,0.122,2,11.5,OhioStreetBeach201406122300
Rainbow Beach,0.181,3,11.9,RainbowBeach201406122300
Calumet Beach,0.1,5,11.1,CalumetBeach201406120400
Montrose Beach,0.188,4,11.2,MontroseBeach201406120400
Ohio Street Beach,0.128,4,11.5,OhioStreetBeach201406120400
Calumet Beach,0.104,4,11.1,CalumetBeach201406120500
Montrose Beach,0.183,4,11.2,MontroseBeach201406120500
Ohio Street Beach,0.136,4,11.5,OhioStreetBeach201406120500
Calumet Beach,0.101,4,11.1,CalumetBeach201406120600
Montrose Beach,0.181,4,11.2,MontroseBeach201406120600
Ohio Street Beach,0.14,4,11.5,OhioStreetBeach201406120600
Calumet Beach,0.101,4,11.1,CalumetBeach201406120700
Montrose Beach,0.175,4,11.2,MontroseBeach201406120700
Ohio Street Beach,0.132,4,11.5,OhioStreetBeach201406120700
Calumet Beach,0.081,4,11.1,CalumetBeach201406122100
63rd Street Beach,0.152,3,11.7,63rdStreetBeach201406122100
Montrose Beach,0.155,4,11.2,MontroseBeach201406122100
Osterman Beach,0.131,4,12.3,OstermanBeach201406122100
Ohio Street Beach,0.135,4,11.5,OhioStreetBeach201406122100
Rainbow Beach,0.163,3,11.7,RainbowBeach201406122100
Calumet Beach,0.118,3,11.1,CalumetBeach201406130400
63rd Street Beach,0.206,3,12,63rdStreetBeach201406130400
Montrose Beach,0.154,3,11.2,MontroseBeach201406130400
Osterman Beach,0.124,2,12.3,OstermanBeach201406130400
Ohio Street Beach,0.13,4,11.5,OhioStreetBeach201406120800
Calumet Beach,0.088,5,11.1,CalumetBeach201406121000
Montrose Beach,0.165,4,11.2,MontroseBeach201406121000
Ohio Street Beach,0.122,4,11.5,OhioStreetBeach201406121000
Calumet Beach,0.089,4,11.1,CalumetBeach201406121100
Montrose Beach,0.177,3,11.2,MontroseBeach201406121100
Ohio Street Beach,0.118,4,11.5,OhioStreetBeach201406121100
Calumet Beach,0.109,4,11.1,CalumetBeach201406121300
63rd Street Beach,0.339,10,12.2,63rdStreetBeach201406121300
Montrose Beach,0.14,4,11.2,MontroseBeach201406121300
Ohio Street Beach,0.134,4,11.5,OhioStreetBeach201406121300
Calumet Beach,0.09,4,11.1,CalumetBeach201406121400
63rd Street Beach,0.136,4,12.2,63rdStreetBeach201406121400
Montrose Beach,0.131,4,11.1,MontroseBeach201406121400
Ohio Street Beach,0.123,4,11.5,OhioStreetBeach201406121400
Rainbow Beach,0.153,4,12.3,RainbowBeach201406121400
Calumet Beach,0.088,4,11.1,CalumetBeach201406121500
63rd Street Beach,0.143,4,12.1,63rdStreetBeach201406121500
Montrose Beach,0.145,4,11.2,MontroseBeach201406121500
Osterman Beach,0.055,2,12.7,OstermanBeach201406121500
Ohio Street Beach,0.119,3,11.5,OhioStreetBeach201406121500
Rainbow Beach,0.142,4,12.2,RainbowBeach201406121500
Calumet Beach,0.106,3,11.1,CalumetBeach201406121600
63rd Street Beach,0.133,4,12,63rdStreetBeach201406121600
Ohio Street Beach,0.115,4,11.5,OhioStreetBeach201406121600
Rainbow Beach,0.13,4,12,RainbowBeach201406121600
Calumet Beach,0.089,4,11.1,CalumetBeach201406121700
63rd Street Beach,0.12,4,12,63rdStreetBeach201406121700
Montrose Beach,0.131,4,11.2,MontroseBeach201406121700
Osterman Beach,0.121,4,12.4,OstermanBeach201406121700
Ohio Street Beach,0.122,4,11.5,OhioStreetBeach201406121700
Rainbow Beach,0.135,4,12,RainbowBeach201406121700
Calumet Beach,0.086,4,11.1,CalumetBeach201406121800
63rd Street Beach,0.112,4,11.9,63rdStreetBeach201406121800
Montrose Beach,0.146,4,11.2,MontroseBeach201406121800
Osterman Beach,0.115,7,12.3,OstermanBeach201406121800
Ohio Street Beach,0.125,4,11.5,OhioStreetBeach201406121800
Rainbow Beach,0.126,4,11.9,RainbowBeach201406121800
Calumet Beach,0.095,3,11.1,CalumetBeach201406132400
63rd Street Beach,0.17,3,12,63rdStreetBeach201406132400
Montrose Beach,0.146,3,11.2,MontroseBeach201406132400
Osterman Beach,0.121,4,12.3,OstermanBeach201406132400
Ohio Street Beach,0.116,3,11.5,OhioStreetBeach201406132400
Rainbow Beach,0.202,3,11.9,RainbowBeach201406132400
63rd Street Beach,0.124,3,11.8,63rdStreetBeach201406121900
Montrose Beach,0.139,6,11.2,MontroseBeach201406121900
Osterman Beach,0.118,4,12.3,OstermanBeach201406121900
Ohio Street Beach,0.165,3,11.5,OhioStreetBeach201406121900
Rainbow Beach,0.145,4,11.8,RainbowBeach201406121900
Calumet Beach,0.086,6,11.1,CalumetBeach201406122000
63rd Street Beach,0.142,4,11.8,63rdStreetBeach201406122000
Montrose Beach,0.168,4,11.2,MontroseBeach201406122000
Osterman Beach,0.126,3,12.2,OstermanBeach201406122000
Ohio Street Beach,0.126,4,11.5,OhioStreetBeach201406122000
Rainbow Beach,0.139,4,11.8,RainbowBeach201406122000
Calumet Beach,0.082,4,11.1,CalumetBeach201406122200
63rd Street Beach,0.172,3,11.9,63rdStreetBeach201406122200
Montrose Beach,0.136,4,11.2,MontroseBeach201406122200
Osterman Beach,0.118,10,12.3,OstermanBeach201406122200
Ohio Street Beach,0.141,2,11.5,OhioStreetBeach201406122200
Rainbow Beach,0.189,3,11.9,RainbowBeach201406122200
Calumet Beach,0.113,3,11.1,CalumetBeach201406130500
63rd Street Beach,0.19,3,12,63rdStreetBeach201406130500
Montrose Beach,0.152,3,11.2,MontroseBeach201406130500
Osterman Beach,0.125,3,12.3,OstermanBeach201406130500
Ohio Street Beach,0.104,3,11.5,OhioStreetBeach201406130500
Rainbow Beach,0.207,3,11.9,RainbowBeach201406130500
Calumet Beach,0.109,3,11.1,CalumetBeach201406130100
63rd Street Beach,0.167,4,12,63rdStreetBeach201406130100
Montrose Beach,0.159,6,11.2,MontroseBeach201406130100
Osterman Beach,0.132,3,12.3,OstermanBeach201406130100
Ohio Street Beach,0.117,3,11.5,OhioStreetBeach201406130100
Rainbow Beach,0.206,3,11.9,RainbowBeach201406130100
Calumet Beach,0.089,3,11.1,CalumetBeach201406130200
63rd Street Beach,0.212,3,12,63rdStreetBeach201406130200
Montrose Beach,0.192,2,11.2,MontroseBeach201406130200
Osterman Beach,0.15,2,12.3,OstermanBeach201406130200
Ohio Street Beach,0.148,2,11.5,OhioStreetBeach201406130200
Rainbow Beach,0.244,3,11.9,RainbowBeach201406130200
Ohio Street Beach,0.133,3,11.5,OhioStreetBeach201406130400
Rainbow Beach,0.216,3,11.9,RainbowBeach201406130400
Calumet Beach,0.121,3,11.1,CalumetBeach201406130600
63rd Street Beach,0.159,2,12,63rdStreetBeach201406130600
Montrose Beach,0.144,3,11.2,MontroseBeach201406130600
Osterman Beach,0.118,3,12.3,OstermanBeach201406130600
Ohio Street Beach,0.127,3,11.5,OhioStreetBeach201406130600
Rainbow Beach,0.202,3,11.9,RainbowBeach201406130600
Calumet Beach,0.108,3,11.1,CalumetBeach201406130700
63rd Street Beach,0.189,3,12,63rdStreetBeach201406130700
Montrose Beach,0.153,2,11.1,MontroseBeach201406130700
Osterman Beach,0.128,2,12.3,OstermanBeach201406130700
Ohio Street Beach,0.115,3,11.5,OhioStreetBeach201406130700
Calumet Beach,0.11,3,11.1,CalumetBeach201406130800
63rd Street Beach,0.204,3,11.9,63rdStreetBeach201406130800
Montrose Beach,0.183,2,11.2,MontroseBeach201406130800
Osterman Beach,0.148,3,12.3,OstermanBeach201406130800
Ohio Street Beach,0.144,3,11.5,OhioStreetBeach201406130800
Rainbow Beach,0.244,3,11.9,RainbowBeach201406130800
Calumet Beach,0.124,3,11.1,CalumetBeach201406130900
63rd Street Beach,0.202,3,11.9,63rdStreetBeach201406130900
Montrose Beach,0.185,3,11.2,MontroseBeach201406130900
Osterman Beach,0.147,3,12.3,OstermanBeach201406130900
Ohio Street Beach,0.143,3,11.5,OhioStreetBeach201406130900
Rainbow Beach,0.222,3,11.9,RainbowBeach201406130900
Calumet Beach,0.121,3,11.1,CalumetBeach201406131000
63rd Street Beach,0.204,3,11.9,63rdStreetBeach201406131000
Montrose Beach,0.179,2,11.2,MontroseBeach201406131000
Osterman Beach,0.147,2,12.3,OstermanBeach201406131000
Ohio Street Beach,0.153,3,11.5,OhioStreetBeach201406131000
Rainbow Beach,0.219,3,11.6,RainbowBeach201406131000
Calumet Beach,0.124,3,11,CalumetBeach201406131100
63rd Street Beach,0.201,3,11.9,63rdStreetBeach201406131100
Montrose Beach,0.174,3,11.2,MontroseBeach201406131100
Osterman Beach,0.144,3,12.3,OstermanBeach201406131100
Ohio Street Beach,0.14,3,11.4,OhioStreetBeach201406131100
Rainbow Beach,0.208,3,11.5,RainbowBeach201406131100
Calumet Beach,0.119,3,11,CalumetBeach201406131200
63rd Street Beach,0.167,3,11.9,63rdStreetBeach201406131200
Montrose Beach,0.167,3,11.2,MontroseBeach201406131200
Osterman Beach,0.17,3,12.3,OstermanBeach201406131200
Ohio Street Beach,0.153,3,11.5,OhioStreetBeach201406131200
Rainbow Beach,0.192,3,11.5,RainbowBeach201406131200
Calumet Beach,0.127,3,11,CalumetBeach201406131300
63rd Street Beach,0.154,2,11.9,63rdStreetBeach201406131300
Montrose Beach,0.181,3,11.2,MontroseBeach201406131300
Osterman Beach,0.156,3,12.3,OstermanBeach201406131300
Ohio Street Beach,0.134,2,11.4,OhioStreetBeach201406131300
Rainbow Beach,0.174,3,11.5,RainbowBeach201406131300
Calumet Beach,0.141,3,10.8,CalumetBeach201406131400
63rd Street Beach,0.148,3,11.9,63rdStreetBeach201406131400
Montrose Beach,0.158,3,11.2,MontroseBeach201406131400
Osterman Beach,0.138,3,12.2,OstermanBeach201406131400
Ohio Street Beach,0.132,2,11.5,OhioStreetBeach201406131400
Rainbow Beach,0.167,2,11.7,RainbowBeach201406131400
Calumet Beach,0.127,2,11,CalumetBeach201406131600
63rd Street Beach,0.148,4,11.9,63rdStreetBeach201406131600
Montrose Beach,0.165,2,11.2,MontroseBeach201406131600
Osterman Beach,0.145,2,12.2,OstermanBeach201406131600
Ohio Street Beach,0.138,3,11.4,OhioStreetBeach201406131600
Rainbow Beach,0.14,3,11.7,RainbowBeach201406131600
Calumet Beach,0.119,2,11,CalumetBeach201406131700
63rd Street Beach,0.138,3,11.9,63rdStreetBeach201406131700
Montrose Beach,0.142,3,11.2,MontroseBeach201406131700
Osterman Beach,0.143,2,12.2,OstermanBeach201406131700
Ohio Street Beach,0.154,3,11.4,OhioStreetBeach201406131700
Calumet Beach,0.162,2,11,CalumetBeach201406131800
63rd Street Beach,0.155,3,11.9,63rdStreetBeach201406131800
Calumet Beach,0.115,2,11,CalumetBeach201406150100
Montrose Beach,0.144,7,11.2,MontroseBeach201406131800
Osterman Beach,0.149,7,12.2,OstermanBeach201406131800
Ohio Street Beach,0.144,3,11.4,OhioStreetBeach201406131800
Rainbow Beach,0.147,3,11.7,RainbowBeach201406131700
Calumet Beach,0.144,2,11,CalumetBeach201406131900
63rd Street Beach,0.18,2,11.9,63rdStreetBeach201406131900
Montrose Beach,0.137,4,11.2,MontroseBeach201406131900
Osterman Beach,0.15,6,12.2,OstermanBeach201406131900
Ohio Street Beach,0.147,2,11.4,OhioStreetBeach201406131900
Rainbow Beach,0.178,3,11.7,RainbowBeach201406131900
Calumet Beach,0.137,2,11,CalumetBeach201406132000
63rd Street Beach,0.145,6,11.9,63rdStreetBeach201406132000
Montrose Beach,0.13,3,11.2,MontroseBeach201406132000
Osterman Beach,0.129,4,12.2,OstermanBeach201406132000
Ohio Street Beach,0.136,3,11.4,OhioStreetBeach201406132000
Rainbow Beach,0.149,4,11.7,RainbowBeach201406132000
Calumet Beach,0.12,2,11,CalumetBeach201406132100
63rd Street Beach,0.132,4,11.9,63rdStreetBeach201406132100
Montrose Beach,0.11,4,11.2,MontroseBeach201406132100
Osterman Beach,0.118,4,12.2,OstermanBeach201406132100
Ohio Street Beach,0.11,4,11.4,OhioStreetBeach201406132100
Rainbow Beach,0.13,5,11.7,RainbowBeach201406132100
Calumet Beach,0.118,2,11,CalumetBeach201406132200
63rd Street Beach,0.129,3,11.9,63rdStreetBeach201406132200
Montrose Beach,0.11,4,11.2,MontroseBeach201406132200
Osterman Beach,0.121,4,12.2,OstermanBeach201406132200
Ohio Street Beach,0.107,4,11.4,OhioStreetBeach201406132200
Rainbow Beach,0.124,5,11.7,RainbowBeach201406132200
Calumet Beach,0.112,2,11,CalumetBeach201406132300
63rd Street Beach,0.126,4,11.9,63rdStreetBeach201406132300
Montrose Beach,0.112,4,11.2,MontroseBeach201406132300
Osterman Beach,0.116,4,12.2,OstermanBeach201406132300
Ohio Street Beach,0.101,4,11.4,OhioStreetBeach201406132300
Rainbow Beach,0.128,4,11.7,RainbowBeach201406132300
Calumet Beach,0.106,2,11,CalumetBeach201406142400
63rd Street Beach,0.135,4,11.9,63rdStreetBeach201406142400
Montrose Beach,0.115,8,11.2,MontroseBeach201406142400
Osterman Beach,0.115,8,12.2,OstermanBeach201406142400
Ohio Street Beach,0.11,3,11.4,OhioStreetBeach201406142400
Rainbow Beach,0.146,4,11.7,RainbowBeach201406142400
Calumet Beach,0.096,3,11,CalumetBeach201406140100
63rd Street Beach,0.131,3,11.9,63rdStreetBeach201406140100
Montrose Beach,0.117,3,11.2,MontroseBeach201406140100
Osterman Beach,0.117,6,12.2,OstermanBeach201406140100
Ohio Street Beach,0.098,3,11.4,OhioStreetBeach201406140100
Rainbow Beach,0.128,3,11.7,RainbowBeach201406140100
Calumet Beach,0.133,2,10.9,CalumetBeach201406162000
63rd Street Beach,0.172,6,11.7,63rdStreetBeach201406162000
Montrose Beach,0.158,3,11.1,MontroseBeach201406162000
Osterman Beach,0.153,2,11.9,OstermanBeach201406162000
Calumet Beach,0.085,2,11,CalumetBeach201406140200
63rd Street Beach,0.137,3,11.9,63rdStreetBeach201406140200
Montrose Beach,0.111,4,11.2,MontroseBeach201406140200
Osterman Beach,0.104,3,12.2,OstermanBeach201406140200
Ohio Street Beach,0.107,3,11.4,OhioStreetBeach201406140200
Rainbow Beach,0.12,4,11.7,RainbowBeach201406140200
Calumet Beach,0.085,3,11,CalumetBeach201406140300
63rd Street Beach,0.128,4,11.9,63rdStreetBeach201406140300
Calumet Beach,0.121,2,11,CalumetBeach201406141500
Montrose Beach,0.11,4,11.2,MontroseBeach201406140300
Osterman Beach,0.102,4,12.2,OstermanBeach201406140300
Ohio Street Beach,0.098,4,11.4,OhioStreetBeach201406140300
Rainbow Beach,0.119,3,11.7,RainbowBeach201406140300
Calumet Beach,0.078,4,11,CalumetBeach201406140400
63rd Street Beach,0.119,4,11.9,63rdStreetBeach201406140400
Montrose Beach,0.113,3,11.2,MontroseBeach201406140400
Osterman Beach,0.112,4,12.2,OstermanBeach201406140400
Ohio Street Beach,0.1,4,11.4,OhioStreetBeach201406140400
Rainbow Beach,0.111,3,11.7,RainbowBeach201406140400
Calumet Beach,0.204,2,11,CalumetBeach201406141800
63rd Street Beach,0.212,2,11.8,63rdStreetBeach201406141800
Montrose Beach,0.216,2,11.1,MontroseBeach201406141800
Osterman Beach,0.21,2,12.1,OstermanBeach201406141800
Ohio Street Beach,0.188,3,11.4,OhioStreetBeach201406141800
Rainbow Beach,0.177,2,11.6,RainbowBeach201406141800
Calumet Beach,0.093,2,10.9,CalumetBeach201406170400
63rd Street Beach,0.112,5,11.6,63rdStreetBeach201406170400
Calumet Beach,0.078,4,11,CalumetBeach201406140500
63rd Street Beach,0.113,4,11.8,63rdStreetBeach201406140500
Montrose Beach,0.108,3,11.2,MontroseBeach201406140500
Osterman Beach,0.097,3,12.1,OstermanBeach201406140500
Ohio Street Beach,0.095,4,11.4,OhioStreetBeach201406140500
Rainbow Beach,0.106,3,11.7,RainbowBeach201406140500
Calumet Beach,0.071,4,11,CalumetBeach201406140600
63rd Street Beach,0.11,4,11.8,63rdStreetBeach201406140600
Montrose Beach,0.104,4,11.1,MontroseBeach201406140600
Osterman Beach,0.102,3,12.1,OstermanBeach201406140600
Ohio Street Beach,0.101,3,11.4,OhioStreetBeach201406140600
Rainbow Beach,0.109,4,11.7,RainbowBeach201406140600
Calumet Beach,0.091,3,11,CalumetBeach201406140700
63rd Street Beach,0.1,4,11.8,63rdStreetBeach201406140700
Montrose Beach,0.097,4,11.1,MontroseBeach201406140700
Osterman Beach,0.1,3,12.1,OstermanBeach201406140700
Ohio Street Beach,0.12,4,11.4,OhioStreetBeach201406140700
Rainbow Beach,0.104,4,11.7,RainbowBeach201406140700
Calumet Beach,0.073,3,11,CalumetBeach201406140800
63rd Street Beach,0.094,4,11.8,63rdStreetBeach201406140800
Montrose Beach,0.093,4,11.1,MontroseBeach201406140800
Osterman Beach,0.107,3,12.1,OstermanBeach201406140800
Ohio Street Beach,0.098,3,11.4,OhioStreetBeach201406140800
Rainbow Beach,0.099,4,11.7,RainbowBeach201406140800
Calumet Beach,0.071,3,11,CalumetBeach201406140900
63rd Street Beach,0.097,4,11.8,63rdStreetBeach201406140900
Montrose Beach,0.096,4,11.1,MontroseBeach201406140900
Osterman Beach,0.104,3,12.1,OstermanBeach201406140900
Ohio Street Beach,0.116,2,11.4,OhioStreetBeach201406140900
Rainbow Beach,0.088,4,11.7,RainbowBeach201406140900
Calumet Beach,0.069,4,11,CalumetBeach201406141000
63rd Street Beach,0.097,4,11.8,63rdStreetBeach201406141000
Montrose Beach,0.112,4,11.1,MontroseBeach201406141000
Osterman Beach,0.104,3,12.1,OstermanBeach201406141000
Ohio Street Beach,0.103,3,11.4,OhioStreetBeach201406141000
Rainbow Beach,0.125,4,11.7,RainbowBeach201406141000
Calumet Beach,0.093,2,11,CalumetBeach201406141100
63rd Street Beach,0.101,3,11.8,63rdStreetBeach201406141100
Montrose Beach,0.105,4,11.1,MontroseBeach201406141100
Osterman Beach,0.103,4,12.1,OstermanBeach201406141100
Ohio Street Beach,0.12,2,11.4,OhioStreetBeach201406141100
Rainbow Beach,0.093,4,11.6,RainbowBeach201406141100
Calumet Beach,0.082,4,11,CalumetBeach201406141200
63rd Street Beach,0.123,4,11.8,63rdStreetBeach201406141200
Montrose Beach,0.125,4,11.1,MontroseBeach201406141200
Osterman Beach,0.127,3,12.1,OstermanBeach201406141200
Ohio Street Beach,0.151,2,11.4,OhioStreetBeach201406141200
Rainbow Beach,0.108,5,11.6,RainbowBeach201406141200
Calumet Beach,0.111,4,11,CalumetBeach201406141300
63rd Street Beach,0.133,5,11.8,63rdStreetBeach201406141300
Montrose Beach,0.133,5,11.1,MontroseBeach201406141300
Osterman Beach,0.146,2,12.1,OstermanBeach201406141300
Ohio Street Beach,0.198,2,11.4,OhioStreetBeach201406141300
Rainbow Beach,0.115,4,11.7,RainbowBeach201406141300
Calumet Beach,0.112,3,11,CalumetBeach201406141400
63rd Street Beach,0.163,5,11.8,63rdStreetBeach201406141400
Montrose Beach,0.144,4,11.1,MontroseBeach201406141400
Osterman Beach,0.17,2,12.1,OstermanBeach201406141400
Ohio Street Beach,0.221,3,11.4,OhioStreetBeach201406141400
Rainbow Beach,0.164,3,11.6,RainbowBeach201406141400
63rd Street Beach,0.152,4,11.8,63rdStreetBeach201406141500
Montrose Beach,0.211,4,11.1,MontroseBeach201406141500
Osterman Beach,0.203,2,12.1,OstermanBeach201406141500
Ohio Street Beach,0.194,3,11.4,OhioStreetBeach201406141500
Rainbow Beach,0.144,3,11.6,RainbowBeach201406141500
Calumet Beach,0.167,3,10.7,CalumetBeach201406141600
63rd Street Beach,0.192,2,11.8,63rdStreetBeach201406141600
Montrose Beach,0.199,2,11.1,MontroseBeach201406141600
Osterman Beach,0.219,2,12.1,OstermanBeach201406141600
Ohio Street Beach,0.162,2,11.4,OhioStreetBeach201406141600
Rainbow Beach,0.174,3,11.6,RainbowBeach201406141600
Calumet Beach,0.152,2,11,CalumetBeach201406142200
63rd Street Beach,0.144,4,11.8,63rdStreetBeach201406142200
Montrose Beach,0.189,2,11.1,MontroseBeach201406142200
Osterman Beach,0.179,3,12,OstermanBeach201406142200
Calumet Beach,0.183,2,10.9,CalumetBeach201406141700
63rd Street Beach,0.199,2,11.8,63rdStreetBeach201406141700
Montrose Beach,0.257,3,11.1,MontroseBeach201406141700
Osterman Beach,0.235,2,12.1,OstermanBeach201406141700
Ohio Street Beach,0.162,4,11.4,OhioStreetBeach201406141700
Rainbow Beach,0.173,2,11.6,RainbowBeach201406141700
Calumet Beach,0.181,2,11,CalumetBeach201406141900
63rd Street Beach,0.194,2,11.8,63rdStreetBeach201406141900
Montrose Beach,0.199,2,11.1,MontroseBeach201406141900
Osterman Beach,0.213,2,12.1,OstermanBeach201406141900
Ohio Street Beach,0.165,2,11.4,OhioStreetBeach201406141900
Rainbow Beach,0.168,4,11.6,RainbowBeach201406141900
Calumet Beach,0.172,2,11,CalumetBeach201406142000
63rd Street Beach,0.193,3,11.8,63rdStreetBeach201406142000
Montrose Beach,0.223,3,11.1,MontroseBeach201406142000
Osterman Beach,0.232,3,12.1,OstermanBeach201406142000
Ohio Street Beach,0.156,3,11.4,OhioStreetBeach201406142000
Rainbow Beach,0.166,2,11.6,RainbowBeach201406142000
Calumet Beach,0.135,2,11,CalumetBeach201406150300
63rd Street Beach,0.146,6,11.7,63rdStreetBeach201406150300
Montrose Beach,0.157,3,11.1,MontroseBeach201406150300
Osterman Beach,0.195,3,12,OstermanBeach201406150300
Ohio Street Beach,0.122,2,11.4,OhioStreetBeach201406150300
Rainbow Beach,0.111,3,11.6,RainbowBeach201406150300
Calumet Beach,0.14,2,11,CalumetBeach201406150400
63rd Street Beach,0.132,3,11.8,63rdStreetBeach201406150400
Calumet Beach,0.141,2,11,CalumetBeach201406142100
63rd Street Beach,0.173,2,11.8,63rdStreetBeach201406142100
Montrose Beach,0.209,3,11.1,MontroseBeach201406142100
Osterman Beach,0.211,3,12.1,OstermanBeach201406142100
Ohio Street Beach,0.14,2,11.4,OhioStreetBeach201406142100
Rainbow Beach,0.162,2,11.6,RainbowBeach201406142100
Calumet Beach,0.143,2,11,CalumetBeach201406142300
63rd Street Beach,0.148,3,11.8,63rdStreetBeach201406142300
Montrose Beach,0.176,2,11.1,MontroseBeach201406142300
Osterman Beach,0.175,2,12,OstermanBeach201406142300
Ohio Street Beach,0.128,3,11.4,OhioStreetBeach201406142300
Ohio Street Beach,0.145,4,11.4,OhioStreetBeach201406142200
Rainbow Beach,0.136,9,11.6,RainbowBeach201406142200
Calumet Beach,0.169,3,11,CalumetBeach201406150700
63rd Street Beach,0.16,3,11.7,63rdStreetBeach201406150700
Montrose Beach,0.155,4,11.1,MontroseBeach201406150700
Osterman Beach,0.21,4,12,OstermanBeach201406150700
Ohio Street Beach,0.114,3,11.4,OhioStreetBeach201406150700
Rainbow Beach,0.117,3,11.6,RainbowBeach201406150700
Calumet Beach,0.134,2,11,CalumetBeach201406152400
63rd Street Beach,0.165,4,11.8,63rdStreetBeach201406152400
Montrose Beach,0.176,7,11.1,MontroseBeach201406152400
Osterman Beach,0.158,2,12,OstermanBeach201406152400
Ohio Street Beach,0.106,3,11.4,OhioStreetBeach201406152400
Rainbow Beach,0.136,3,11.6,RainbowBeach201406152400
Calumet Beach,0.182,2,10.9,CalumetBeach201406150900
63rd Street Beach,0.146,3,11.7,63rdStreetBeach201406150900
Montrose Beach,0.18,4,11.1,MontroseBeach201406150900
Osterman Beach,0.237,4,12,OstermanBeach201406150900
Ohio Street Beach,0.133,3,11.4,OhioStreetBeach201406150900
63rd Street Beach,0.144,4,11.8,63rdStreetBeach201406150100
Montrose Beach,0.168,6,11.1,MontroseBeach201406150100
Osterman Beach,0.178,2,12,OstermanBeach201406150100
Ohio Street Beach,0.116,2,11.4,OhioStreetBeach201406150100
Rainbow Beach,0.117,4,11.6,RainbowBeach201406150100
Calumet Beach,0.13,2,11,CalumetBeach201406150200
63rd Street Beach,0.141,2,11.8,63rdStreetBeach201406150200
Montrose Beach,0.145,5,11.1,MontroseBeach201406150200
Osterman Beach,0.172,2,12,OstermanBeach201406150200
Ohio Street Beach,0.115,2,11.4,OhioStreetBeach201406150200
Rainbow Beach,0.114,7,11.6,RainbowBeach201406150200
Calumet Beach,0.186,2,10.9,CalumetBeach201406150800
63rd Street Beach,0.151,3,11.7,63rdStreetBeach201406150800
Montrose Beach,0.181,4,11.1,MontroseBeach201406150800
Osterman Beach,0.244,3,12,OstermanBeach201406150800
Ohio Street Beach,0.131,3,11.4,OhioStreetBeach201406150800
Rainbow Beach,0.108,3,11.6,RainbowBeach201406150800
Calumet Beach,0.2,3,11,CalumetBeach201406151400
63rd Street Beach,0.16,3,11.7,63rdStreetBeach201406151400
Montrose Beach,0.187,4,11.1,MontroseBeach201406151400
Osterman Beach,0.238,3,12,OstermanBeach201406151400
Ohio Street Beach,0.138,3,11.3,OhioStreetBeach201406151400
Montrose Beach,0.146,3,11.1,MontroseBeach201406150400
Osterman Beach,0.181,3,12,OstermanBeach201406150400
Ohio Street Beach,0.111,2,11.4,OhioStreetBeach201406150400
Rainbow Beach,0.107,3,11.6,RainbowBeach201406150400
Calumet Beach,0.151,2,10.9,CalumetBeach201406150500
63rd Street Beach,0.134,3,11.7,63rdStreetBeach201406150500
Montrose Beach,0.163,3,11.1,MontroseBeach201406150500
Osterman Beach,0.173,3,12,OstermanBeach201406150500
Ohio Street Beach,0.116,3,11.4,OhioStreetBeach201406150500
Rainbow Beach,0.104,3,11.6,RainbowBeach201406150500
Calumet Beach,0.158,3,11,CalumetBeach201406150600
63rd Street Beach,0.149,3,11.7,63rdStreetBeach201406150600
Montrose Beach,0.151,3,11.1,MontroseBeach201406150600
Osterman Beach,0.183,3,12,OstermanBeach201406150600
Ohio Street Beach,0.116,3,11.4,OhioStreetBeach201406150600
Rainbow Beach,0.11,3,11.6,RainbowBeach201406150600
Calumet Beach,0.176,2,10.9,CalumetBeach201406151000
63rd Street Beach,0.162,3,11.7,63rdStreetBeach201406151000
Montrose Beach,0.178,4,11.1,MontroseBeach201406151000
Osterman Beach,0.252,3,12,OstermanBeach201406151000
Ohio Street Beach,0.125,4,11.4,OhioStreetBeach201406151000
Rainbow Beach,0.115,3,11.6,RainbowBeach201406151000
Calumet Beach,0.186,2,10.8,CalumetBeach201406151200
63rd Street Beach,0.167,3,11.7,63rdStreetBeach201406151200
Calumet Beach,0.17,2,10.9,CalumetBeach201406151100
63rd Street Beach,0.151,3,11.7,63rdStreetBeach201406151100
Montrose Beach,0.184,4,11.1,MontroseBeach201406151100
Osterman Beach,0.225,4,12,OstermanBeach201406151100
Ohio Street Beach,0.185,2,11.4,OhioStreetBeach201406151100
Rainbow Beach,0.12,3,11.6,RainbowBeach201406151100
Calumet Beach,0.061,4,10.9,CalumetBeach201406160600
63rd Street Beach,0.089,4,11.7,63rdStreetBeach201406160600
Montrose Beach,0.099,3,11.1,MontroseBeach201406160600
Osterman Beach,0.089,3,11.9,OstermanBeach201406160600
